r_lat,r_lng,neighborhood,locality,county
41.7,-87.65,Washington Heights,Chicago,Cook County
41.734,-87.558,South Chicago,Chicago,Cook County
41.843,-87.636,Armour Square,Chicago,Cook County
41.89,-87.75,Austin,Chicago,Cook County
41.895,-87.627,River North,Chicago,Cook County
42.05,-87.69,NA,Evanston,Cook County
41.747,-87.586,Grand Crossing,Chicago,Cook County
41.77,-87.69,Chicago Lawn,Chicago,Cook County
41.786,-87.674,West Englewood,Chicago,Cook County
41.884,-87.637,Chicago Loop,Chicago,Cook County
41.889,-87.637,River North,Chicago,Cook County
41.89,-87.619,Streeterville,Chicago,Cook County
42.024,-87.7,NA,Evanston,Cook County
41.737,-87.549,South Chicago,Chicago,Cook County
41.74,-87.58,Stoney Island Park,Chicago,Cook County
41.745,-87.551,South Chicago,Chicago,Cook County
41.75,-87.6,Grand Crossing,Chicago,Cook County
41.757,-87.576,South Shore,Chicago,Cook County
41.759,-87.566,South Shore,Chicago,Cook County
41.769,-87.653,Englewood,Chicago,Cook County
41.793,-87.664,West Englewood,Chicago,Cook County
41.87,-87.73,Garfield Park,Chicago,Cook County
41.878,-87.64,West Loop,Chicago,Cook County
41.691,-87.713,Mount Greenwood,Chicago,Cook County
41.705,-87.642,Roseland,Chicago,Cook County
41.82,-87.63,Fuller Park,Chicago,Cook County
41.87,-87.72,Garfield Park,Chicago,Cook County
41.88,-87.73,Garfield Park,Chicago,Cook County
41.88,-87.72,Garfield Park,Chicago,Cook County
41.891,-87.621,Streeterville,Chicago,Cook County
41.91,-87.79,Austin,Chicago,Cook County
41.929,-87.668,Lincoln Park,Chicago,Cook County
41.93,-87.724,Logan Square,Chicago,Cook County
41.685,-87.645,South Side,Chicago,Cook County
41.692,-87.61,Roseland,Chicago,Cook County
41.705,-87.681,Beverly,Chicago,Cook County
41.744,-87.599,Grand Crossing,Chicago,Cook County
41.793,-87.645,Englewood,Chicago,Cook County
41.8,-87.601,Hyde Park,Chicago,Cook County
41.844,-87.702,Marshall Square,Chicago,Cook County
41.867,-87.684,Tri-Taylor,Chicago,Cook County
41.88,-87.75,Austin,Chicago,Cook County
41.895,-87.757,Austin,Chicago,Cook County
41.9,-87.77,Austin,Chicago,Cook County
41.911,-87.697,West Town,Chicago,Cook County
41.911,-87.65,Lincoln Park,Chicago,Cook County
41.695,-87.599,Pullman,Chicago,Cook County
41.699,-87.669,South Side,Chicago,Cook County
41.797,-87.626,Legends South,Chicago,Cook County
41.81,-87.65,Back of the Yards,Chicago,Cook County
41.88,-87.655,West Loop,Chicago,Cook County
41.881,-87.728,Garfield Park,Chicago,Cook County
41.884,-87.623,Chicago Loop,Chicago,Cook County
41.89,-87.703,Humboldt Park,Chicago,Cook County
41.912,-87.677,West Town,Chicago,Cook County
41.94,-87.8,Schorsch Village,Chicago,Cook County
42.032,-87.679,NA,Evanston,Cook County
41.705,-87.657,East Beverly,Chicago,Cook County
41.74,-87.56,South Chicago,Chicago,Cook County
41.77,-87.65,Englewood,Chicago,Cook County
41.79,-87.74,Garfield Ridge,Chicago,Cook County
41.896,-87.623,Streeterville,Chicago,Cook County
41.896,-87.621,Streeterville,Chicago,Cook County
41.719,-87.608,Roseland,Chicago,Cook County
41.77,-87.72,West Lawn,Chicago,Cook County
41.77,-87.6,Greater Grand Crossing,Chicago,Cook County
41.874,-87.726,Garfield Park,Chicago,Cook County
41.878,-87.63,Chicago Loop,Chicago,Cook County
41.883,-87.648,West Loop,Chicago,Cook County
41.886,-87.632,Chicago Loop,Chicago,Cook County
41.894,-87.641,River North,Chicago,Cook County
41.895,-87.622,Streeterville,Chicago,Cook County
41.93,-87.684,Bucktown,Chicago,Cook County
41.95,-87.83,Irving Woods,Chicago,Cook County
42.03,-87.7,NA,Evanston,Cook County
41.72,-87.643,Washington Heights,Chicago,Cook County
41.76,-87.61,Greater Grand Crossing,Chicago,Cook County
41.76,-87.57,South Shore,Chicago,Cook County
41.77,-87.7,Chicago Lawn,Chicago,Cook County
41.84,-87.67,Lower West Side,Chicago,Cook County
41.842,-87.685,Marshall Square,Chicago,Cook County
41.864,-87.623,Near South Side,Chicago,Cook County
41.883,-87.65,West Loop,Chicago,Cook County
41.885,-87.617,Chicago Loop,Chicago,Cook County
41.89,-87.77,Austin,Chicago,Cook County
41.89,-87.76,Austin,Chicago,Cook County
41.9,-87.635,Near North,Chicago,Cook County
42.04,-87.7,NA,Evanston,Cook County
41.69,-87.64,Roseland,Chicago,Cook County
41.74,-87.59,Marynook,Chicago,Cook County
41.753,-87.644,Auburn Gresham,Chicago,Cook County
41.8,-87.587,Hyde Park,Chicago,Cook County
41.816,-87.635,Fuller Park,Chicago,Cook County
41.823,-87.627,Legends South,Chicago,Cook County
41.83,-87.66,McKinley Park,Chicago,Cook County
41.881,-87.656,West Loop,Chicago,Cook County
41.881,-87.64,West Loop,Chicago,Cook County
41.885,-87.696,Garfield Park,Chicago,Cook County
41.895,-87.775,Austin,Chicago,Cook County
41.896,-87.624,Streeterville,Chicago,Cook County
41.933,-87.637,Lake View East,Chicago,Cook County
41.937,-87.644,Lake View East,Chicago,Cook County
41.96,-87.76,Portage Park,Chicago,Cook County
42,-87.65,Rogers Park,Chicago,Cook County
42.05,-87.67,NA,Evanston,Cook County
41.728,-87.55,South Chicago,Chicago,Cook County
41.74,-87.65,Auburn Gresham,Chicago,Cook County
41.75,-87.57,South Chicago,Chicago,Cook County
41.779,-87.665,West Englewood,Chicago,Cook County
41.802,-87.59,Hyde Park,Chicago,Cook County
41.874,-87.627,Chicago Loop,Chicago,Cook County
41.88,-87.637,Chicago Loop,Chicago,Cook County
41.9,-87.74,Humboldt Park,Chicago,Cook County
41.918,-87.653,Lincoln Park,Chicago,Cook County
41.7,-87.612,Roseland,Chicago,Cook County
41.722,-87.579,Jeffrey Manor,Chicago,Cook County
41.744,-87.634,South Side,Chicago,Cook County
41.752,-87.664,Auburn Gresham,Chicago,Cook County
41.758,-87.614,Greater Grand Crossing,Chicago,Cook County
41.81,-87.75,LeClaire Courts,Chicago,Cook County
41.865,-87.624,Near South Side,Chicago,Cook County
41.87,-87.625,Chicago Loop,Chicago,Cook County
41.886,-87.653,Fulton Market District,Chicago,Cook County
41.89,-87.632,River North,Chicago,Cook County
41.904,-87.634,Near North Side,Chicago,Cook County
41.92,-87.81,NA,Elmwood Park,Cook County
41.939,-87.698,Avondale,Chicago,Cook County
41.69,-87.67,South Side,Chicago,Cook County
41.69,-87.65,South Side,Chicago,Cook County
41.743,-87.615,South Side,Chicago,Cook County
41.758,-87.631,Greater Grand Crossing,Chicago,Cook County
41.76,-87.65,Englewood,Chicago,Cook County
41.769,-87.636,Englewood,Chicago,Cook County
41.78,-87.635,Englewood,Chicago,Cook County
41.784,-87.615,Woodlawn,Chicago,Cook County
41.801,-87.675,Back of the Yards,Chicago,Cook County
41.82,-87.72,Archer Heights,Chicago,Cook County
41.85,-87.73,North Lawndale,Chicago,Cook County
41.899,-87.687,West Town,Chicago,Cook County
41.9,-87.76,Austin,Chicago,Cook County
41.976,-87.68,Lincoln Square,Chicago,Cook County
41.685,-87.671,South Side,Chicago,Cook County
41.71,-87.59,Pullman,Chicago,Cook County
41.731,-87.586,Calumet Heights,Chicago,Cook County
41.74,-87.68,Ashburn,Chicago,Cook County
41.76,-87.64,Englewood,Chicago,Cook County
41.77,-87.71,Chicago Lawn,Chicago,Cook County
41.78,-87.69,Chicago Lawn,Chicago,Cook County
41.78,-87.58,Jackson Park,Chicago,Cook County
41.81,-87.63,Fuller Park,Chicago,Cook County
41.82,-87.68,Back of the Yards,Chicago,Cook County
41.82,-87.67,Back of the Yards,Chicago,Cook County
41.824,-87.651,Bridgeport,Chicago,Cook County
41.877,-87.649,West Loop,Chicago,Cook County
41.878,-87.745,Austin,Chicago,Cook County
41.884,-87.642,West Loop,Chicago,Cook County
41.884,-87.638,West Loop,Chicago,Cook County
41.888,-87.765,Austin,Chicago,Cook County
41.9,-87.61,Streeterville,Chicago,Cook County
41.925,-87.701,Logan Square,Chicago,Cook County
41.926,-87.666,Lincoln Park,Chicago,Cook County
41.659,-87.551,Hegewisch,Chicago,Cook County
41.7,-87.69,South Side,Chicago,Cook County
41.71,-87.66,East Beverly,Chicago,Cook County
41.78,-87.68,Chicago Lawn,Chicago,Cook County
41.84,-87.71,South Lawndale,Chicago,Cook County
41.873,-87.764,Austin,Chicago,Cook County
41.885,-87.727,Garfield Park,Chicago,Cook County
41.886,-87.735,Garfield Park,Chicago,Cook County
41.887,-87.745,Austin,Chicago,Cook County
41.97,-87.75,Forest Glen,Chicago,Cook County
42.02,-87.669,Rogers Park,Chicago,Cook County
42.02,-87.66,Rogers Park,Chicago,Cook County
41.69,-87.71,Mount Greenwood,Chicago,Cook County
41.74,-87.66,Auburn Gresham,Chicago,Cook County
41.76,-87.66,West Englewood,Chicago,Cook County
41.883,-87.624,Chicago Loop,Chicago,Cook County
41.887,-87.624,Chicago Loop,Chicago,Cook County
41.891,-87.625,River North,Chicago,Cook County
41.892,-87.619,Streeterville,Chicago,Cook County
41.902,-87.632,Near North,Chicago,Cook County
41.91,-87.678,West Town,Chicago,Cook County
42.004,-87.662,Rogers Park,Chicago,Cook County
42.06,-87.73,NA,Skokie,Cook County
41.7,-87.67,Beverly,Chicago,Cook County
41.703,-87.56,South Deering,Chicago,Cook County
41.737,-87.601,Grand Crossing,Chicago,Cook County
41.737,-87.583,Stoney Island Park,Chicago,Cook County
41.757,-87.625,Greater Grand Crossing,Chicago,Cook County
41.76,-87.68,Chicago Lawn,Chicago,Cook County
41.769,-87.645,Englewood,Chicago,Cook County
41.78,-87.67,West Englewood,Chicago,Cook County
41.845,-87.702,Marshall Square,Chicago,Cook County
41.875,-87.687,Tri-Taylor,Chicago,Cook County
41.88,-87.77,Austin,Chicago,Cook County
41.89,-87.73,Humboldt Park,Chicago,Cook County
41.896,-87.625,River North,Chicago,Cook County
41.897,-87.625,Streeterville,Chicago,Cook County
41.95,-87.82,Belmont Heights,Chicago,Cook County
41.954,-87.732,Old Irving Park,Chicago,Cook County
41.962,-87.672,Ravenswood,Chicago,Cook County
42.004,-87.661,Rogers Park,Chicago,Cook County
41.72,-87.66,Washington Heights,Chicago,Cook County
41.8,-87.66,Back of the Yards,Chicago,Cook County
41.8,-87.65,Back of the Yards,Chicago,Cook County
41.849,-87.685,Heart of Italy,Chicago,Cook County
41.874,-87.705,Garfield Park,Chicago,Cook County
41.881,-87.631,Chicago Loop,Chicago,Cook County
41.885,-87.641,West Loop,Chicago,Cook County
41.886,-87.648,Fulton Market District,Chicago,Cook County
41.932,-87.658,Sheffield & DePaul,Chicago,Cook County
41.936,-87.644,Lake View East,Chicago,Cook County
41.94,-87.664,Lake View,Chicago,Cook County
41.681,-87.538,Hegewisch,Chicago,Cook County
41.727,-87.654,Washington Heights,Chicago,Cook County
41.74,-87.62,South Side,Chicago,Cook County
41.752,-87.578,South Shore,Chicago,Cook County
41.76,-87.63,Greater Grand Crossing,Chicago,Cook County
41.79,-87.66,West Englewood,Chicago,Cook County
41.8,-87.74,Garfield Ridge,Chicago,Cook County
41.803,-87.586,East Hyde Park,Chicago,Cook County
41.84,-87.7,Marshall Square,Chicago,Cook County
41.871,-87.625,Chicago Loop,Chicago,Cook County
41.876,-87.715,Garfield Park,Chicago,Cook County
41.885,-87.629,Chicago Loop,Chicago,Cook County
41.887,-87.637,Chicago Loop,Chicago,Cook County
41.888,-87.638,River North,Chicago,Cook County
41.898,-87.621,Streeterville,Chicago,Cook County
41.907,-87.627,Gold Coast,Chicago,Cook County
42.005,-87.672,Rogers Park,Chicago,Cook County
42.05,-87.7,NA,Evanston,Cook County
41.692,-87.701,Mount Greenwood,Chicago,Cook County
41.7,-87.7,Mount Greenwood,Chicago,Cook County
41.7,-87.6,Pullman,Chicago,Cook County
41.71,-87.65,Washington Heights,Chicago,Cook County
41.713,-87.551,Vet's Park,Chicago,Cook County
41.759,-87.596,Greater Grand Crossing,Chicago,Cook County
41.78,-87.62,Washington Park,Chicago,Cook County
41.8,-87.725,Archer Heights,Chicago,Cook County
41.82,-87.64,New City,Chicago,Cook County
41.824,-87.617,Douglas,Chicago,Cook County
41.854,-87.62,Near South Side,Chicago,Cook County
41.88,-87.629,Chicago Loop,Chicago,Cook County
41.885,-87.627,Chicago Loop,Chicago,Cook County
41.887,-87.635,Chicago Loop,Chicago,Cook County
41.887,-87.621,Chicago Loop,Chicago,Cook County
41.932,-87.637,Lincoln Park,Chicago,Cook County
41.965,-87.659,Uptown,Chicago,Cook County
41.7,-87.62,Roseland,Chicago,Cook County
41.726,-87.566,Calumet Heights,Chicago,Cook County
41.75,-87.66,Auburn Gresham,Chicago,Cook County
41.857,-87.661,Lower West Side,Chicago,Cook County
41.866,-87.706,North Lawndale,Chicago,Cook County
41.866,-87.685,Near West Side,Chicago,Cook County
41.87,-87.77,Austin,Chicago,Cook County
41.87,-87.655,Little Italy,Chicago,Cook County
41.882,-87.648,West Loop,Chicago,Cook County
41.885,-87.634,Chicago Loop,Chicago,Cook County
41.891,-87.703,Humboldt Park,Chicago,Cook County
41.903,-87.688,West Town,Chicago,Cook County
41.918,-87.698,Logan Square,Chicago,Cook County
41.955,-87.75,Portage Park,Chicago,Cook County
41.961,-87.701,Irving Park,Chicago,Cook County
42.04,-87.69,NA,Evanston,Cook County
42.06,-87.69,NA,Evanston,Cook County
41.669,-87.637,West Pullman,Chicago,Cook County
41.688,-87.655,South Side,Chicago,Cook County
41.73,-87.6,Burnside,Chicago,Cook County
41.74,-87.61,South Side,Chicago,Cook County
41.74,-87.6,Grand Crossing,Chicago,Cook County
41.759,-87.663,West Englewood,Chicago,Cook County
41.77,-87.68,Chicago Lawn,Chicago,Cook County
41.78,-87.66,West Englewood,Chicago,Cook County
41.81,-87.64,New City,Chicago,Cook County
41.844,-87.646,Bridgeport,Chicago,Cook County
41.854,-87.646,East Pilsen,Chicago,Cook County
41.87,-87.656,Little Italy,Chicago,Cook County
41.877,-87.634,Chicago Loop,Chicago,Cook County
41.879,-87.634,Chicago Loop,Chicago,Cook County
41.886,-87.641,West Loop,Chicago,Cook County
41.888,-87.626,Chicago Loop,Chicago,Cook County
41.896,-87.628,River North,Chicago,Cook County
41.907,-87.672,West Town,Chicago,Cook County
41.91,-87.8,Austin,Chicago,Cook County
41.961,-87.672,Lake View,Chicago,Cook County
41.671,-87.623,West Pullman,Chicago,Cook County
41.68,-87.66,West Pullman,Chicago,Cook County
41.707,-87.608,Roseland,Chicago,Cook County
41.71,-87.72,Mount Greenwood,Chicago,Cook County
41.73,-87.68,Beverly,Chicago,Cook County
41.738,-87.645,Auburn Gresham,Chicago,Cook County
41.75,-87.64,Auburn Gresham,Chicago,Cook County
41.773,-87.577,Jackson Park Highlands,Chicago,Cook County
41.803,-87.665,Back of the Yards,Chicago,Cook County
41.82,-87.59,NA,Chicago,Cook County
41.857,-87.627,Near South Side,Chicago,Cook County
41.868,-87.649,Little Italy,Chicago,Cook County
41.87,-87.75,Austin,Chicago,Cook County
41.88,-87.631,Chicago Loop,Chicago,Cook County
41.889,-87.636,River North,Chicago,Cook County
41.893,-87.621,Streeterville,Chicago,Cook County
41.905,-87.64,Cabrini-Green,Chicago,Cook County
41.91,-87.653,Goose Island,Chicago,Cook County
41.969,-87.657,Uptown,Chicago,Cook County
42.048,-87.699,NA,Evanston,Cook County
42.07,-87.68,NA,Evanston,Cook County
41.68,-87.54,Hegewisch,Chicago,Cook County
41.7,-87.68,Beverly,Chicago,Cook County
41.7,-87.64,Roseland,Chicago,Cook County
41.71,-87.64,Washington Heights,Chicago,Cook County
41.72,-87.63,Roseland,Chicago,Cook County
41.73,-87.56,Calumet Heights,Chicago,Cook County
41.732,-87.658,Washington Heights,Chicago,Cook County
41.75,-87.58,South Chicago,Chicago,Cook County
41.77,-87.62,Greater Grand Crossing,Chicago,Cook County
41.806,-87.593,Kenwood,Chicago,Cook County
41.83,-87.72,South Lawndale,Chicago,Cook County
41.867,-87.706,North Lawndale,Chicago,Cook County
41.877,-87.636,Chicago Loop,Chicago,Cook County
41.877,-87.632,Chicago Loop,Chicago,Cook County
41.878,-87.629,Chicago Loop,Chicago,Cook County
41.88,-87.633,Chicago Loop,Chicago,Cook County
41.881,-87.637,Chicago Loop,Chicago,Cook County
41.882,-87.63,Chicago Loop,Chicago,Cook County
41.884,-87.627,Chicago Loop,Chicago,Cook County
41.885,-87.726,Garfield Park,Chicago,Cook County
41.896,-87.706,Humboldt Park,Chicago,Cook County
41.896,-87.636,River North,Chicago,Cook County
41.897,-87.626,Rush & Division,Chicago,Cook County
41.901,-87.662,West Town,Chicago,Cook County
41.937,-87.653,Lake View East,Chicago,Cook County
41.94,-87.679,Roscoe Village,Chicago,Cook County
41.944,-87.672,Lake View,Chicago,Cook County
41.95,-87.8,Dunning,Chicago,Cook County
42.05,-87.71,NA,Evanston,Cook County
42.06,-87.71,NA,Evanston,Cook County
41.657,-87.599,Altgeld Gardens,Chicago,Cook County
41.658,-87.611,Golden Gate,Chicago,Cook County
41.68,-87.65,West Pullman,Chicago,Cook County
41.69,-87.54,East Side,Chicago,Cook County
41.7,-87.63,Roseland,Chicago,Cook County
41.71,-87.69,South Side,Chicago,Cook County
41.713,-87.566,South Deering,Chicago,Cook County
41.713,-87.535,East Side,Chicago,Cook County
41.719,-87.597,Cottage Grove Heights,Chicago,Cook County
41.73,-87.62,West Chesterfield,Chicago,Cook County
41.737,-87.573,Calumet Heights,Chicago,Cook County
41.74,-87.57,Avalon Park,Chicago,Cook County
41.75,-87.67,Auburn Gresham,Chicago,Cook County
41.759,-87.606,Greater Grand Crossing,Chicago,Cook County
41.76,-87.59,Grand Crossing,Chicago,Cook County
41.77,-87.56,South Shore,Chicago,Cook County
41.78,-87.651,Englewood,Chicago,Cook County
41.8,-87.76,Garfield Ridge,Chicago,Cook County
41.84,-87.69,Marshall Square,Chicago,Cook County
41.867,-87.694,North Lawndale,Chicago,Cook County
41.869,-87.673,Near West Side,Chicago,Cook County
41.873,-87.633,Chicago Loop,Chicago,Cook County
41.878,-87.634,Chicago Loop,Chicago,Cook County
41.879,-87.625,Chicago Loop,Chicago,Cook County
41.881,-87.741,Austin,Chicago,Cook County
41.882,-87.638,West Loop,Chicago,Cook County
41.893,-87.62,Streeterville,Chicago,Cook County
41.937,-87.647,Lake View East,Chicago,Cook County
41.949,-87.648,Lake View East,Chicago,Cook County
41.994,-87.69,West Ridge,Chicago,Cook County
41.649,-87.546,Hegewisch,Chicago,Cook County
41.652,-87.54,Hegewisch,Chicago,Cook County
41.666,-87.557,Hegewisch,Chicago,Cook County
41.68,-87.68,South Side,Chicago,Cook County
41.692,-87.643,South Side,Chicago,Cook County
41.7,-87.54,East Side,Chicago,Cook County
41.7,-87.53,East Side,Chicago,Cook County
41.718,-87.565,Jeffrey Manor,Chicago,Cook County
41.72,-87.53,East Side,Chicago,Cook County
41.73,-87.66,Washington Heights,Chicago,Cook County
41.73,-87.64,Auburn Gresham,Chicago,Cook County
41.744,-87.575,Avalon Park,Chicago,Cook County
41.75,-87.59,Grand Crossing,Chicago,Cook County
41.752,-87.579,South Shore,Chicago,Cook County
41.767,-87.586,South Shore,Chicago,Cook County
41.775,-87.654,Englewood,Chicago,Cook County
41.78,-87.64,Englewood,Chicago,Cook County
41.783,-87.654,Englewood,Chicago,Cook County
41.81,-87.66,Back of the Yards,Chicago,Cook County
41.84,-87.68,Lower West Side,Chicago,Cook County
41.84,-87.6,NA,Chicago,Cook County
41.853,-87.705,Marshall Square,Chicago,Cook County
41.856,-87.628,Near South Side,Chicago,Cook County
41.867,-87.707,North Lawndale,Chicago,Cook County
41.872,-87.747,Austin,Chicago,Cook County
41.879,-87.633,Chicago Loop,Chicago,Cook County
41.883,-87.639,West Loop,Chicago,Cook County
41.885,-87.623,Chicago Loop,Chicago,Cook County
41.887,-87.631,Chicago Loop,Chicago,Cook County
41.888,-87.628,River North,Chicago,Cook County
41.897,-87.661,West Town,Chicago,Cook County
41.91,-87.649,Goose Island,Chicago,Cook County
41.931,-87.645,Lincoln Park,Chicago,Cook County
41.939,-87.693,Avondale,Chicago,Cook County
41.95,-87.688,North Center,Chicago,Cook County
41.961,-87.666,Lake View,Chicago,Cook County
42.019,-87.684,Rogers Park,Chicago,Cook County
41.71,-87.61,Roseland,Chicago,Cook County
41.71,-87.57,South Deering,Chicago,Cook County
41.72,-87.64,Washington Heights,Chicago,Cook County
41.72,-87.6,Cottage Grove Heights,Chicago,Cook County
41.73,-87.61,South Side,Chicago,Cook County
41.75,-87.65,Auburn Gresham,Chicago,Cook County
41.75,-87.63,South Side,Chicago,Cook County
41.751,-87.585,Avalon Park,Chicago,Cook County
41.76,-87.67,West Englewood,Chicago,Cook County
41.76,-87.62,Greater Grand Crossing,Chicago,Cook County
41.77,-87.74,West Lawn,Chicago,Cook County
41.816,-87.634,Fuller Park,Chicago,Cook County
41.817,-87.607,Bronzeville,Chicago,Cook County
41.824,-87.598,Oakland,Chicago,Cook County
41.83,-87.71,South Lawndale,Chicago,Cook County
41.834,-87.632,Armour Square,Chicago,Cook County
41.849,-87.641,Armour Square,Chicago,Cook County
41.85,-87.74,NA,Cicero,Cook County
41.87,-87.76,Austin,Chicago,Cook County
41.88,-87.634,Chicago Loop,Chicago,Cook County
41.882,-87.637,Chicago Loop,Chicago,Cook County
41.885,-87.648,Fulton Market District,Chicago,Cook County
41.885,-87.633,Chicago Loop,Chicago,Cook County
41.892,-87.649,West Town,Chicago,Cook County
41.914,-87.699,Logan Square,Chicago,Cook County
41.934,-87.691,Avondale,Chicago,Cook County
42.019,-87.669,Rogers Park,Chicago,Cook County
42.07,-87.7,NA,Wilmette,Cook County
41.68,-87.74,NA,Alsip,Cook County
41.71,-87.54,East Side,Chicago,Cook County
41.72,-87.65,Washington Heights,Chicago,Cook County
41.72,-87.61,Roseland,Chicago,Cook County
41.72,-87.57,Jeffrey Manor,Chicago,Cook County
41.728,-87.635,Washington Heights,Chicago,Cook County
41.728,-87.597,Burnside,Chicago,Cook County
41.729,-87.611,South Side,Chicago,Cook County
41.737,-87.548,South Chicago,Chicago,Cook County
41.741,-87.658,Auburn Gresham,Chicago,Cook County
41.752,-87.644,Auburn Gresham,Chicago,Cook County
41.765,-87.622,Greater Grand Crossing,Chicago,Cook County
41.788,-87.645,Englewood,Chicago,Cook County
41.79,-87.68,Gage Park,Chicago,Cook County
41.79,-87.655,West Englewood,Chicago,Cook County
41.794,-87.616,Washington Park,Chicago,Cook County
41.808,-87.657,Back of the Yards,Chicago,Cook County
41.839,-87.635,Armour Square,Chicago,Cook County
41.866,-87.684,Near West Side,Chicago,Cook County
41.87,-87.74,Austin,Chicago,Cook County
41.874,-87.639,South Loop,Chicago,Cook County
41.878,-87.628,Chicago Loop,Chicago,Cook County
41.881,-87.643,West Loop,Chicago,Cook County
41.889,-87.626,River North,Chicago,Cook County
41.898,-87.628,Rush & Division,Chicago,Cook County
41.934,-87.707,Avondale,Chicago,Cook County
42.04,-87.71,NA,Skokie,Cook County
41.687,-87.621,Roseland,Chicago,Cook County
41.7,-87.61,Roseland,Chicago,Cook County
41.71,-87.56,South Deering,Chicago,Cook County
41.73,-87.67,South Side,Chicago,Cook County
41.73,-87.54,South Chicago,Chicago,Cook County
41.75,-87.62,South Side,Chicago,Cook County
41.75,-87.55,South Chicago,Chicago,Cook County
41.76,-87.6,Greater Grand Crossing,Chicago,Cook County
41.78,-87.65,Englewood,Chicago,Cook County
41.805,-87.704,Brighton Park,Chicago,Cook County
41.82,-87.71,Brighton Park,Chicago,Cook County
41.839,-87.665,Lower West Side,Chicago,Cook County
41.858,-87.632,Armour Square,Chicago,Cook County
41.876,-87.755,Austin,Chicago,Cook County
41.876,-87.716,Garfield Park,Chicago,Cook County
41.879,-87.639,West Loop,Chicago,Cook County
41.88,-87.625,Chicago Loop,Chicago,Cook County
41.89,-87.631,River North,Chicago,Cook County
41.89,-87.625,River North,Chicago,Cook County
41.891,-87.617,Streeterville,Chicago,Cook County
41.892,-87.622,Streeterville,Chicago,Cook County
41.894,-87.635,River North,Chicago,Cook County
41.898,-87.63,Rush & Division,Chicago,Cook County
41.907,-87.638,Near North Side,Chicago,Cook County
41.924,-87.728,Hermosa,Chicago,Cook County
41.927,-87.785,Belmont Central,Chicago,Cook County
41.928,-87.758,Belmont Cragin,Chicago,Cook County
41.932,-87.644,Lincoln Park,Chicago,Cook County
41.958,-87.688,North Center,Chicago,Cook County
41.958,-87.673,Lake View,Chicago,Cook County
42.009,-87.691,West Ridge,Chicago,Cook County
42.012,-87.674,Rogers Park,Chicago,Cook County
42.019,-87.673,Rogers Park,Chicago,Cook County
42.06,-87.72,NA,Evanston,Cook County
41.67,-87.63,West Pullman,Chicago,Cook County
41.69,-87.63,Roseland,Chicago,Cook County
41.69,-87.53,East Side,Chicago,Cook County
41.7,-87.71,Mount Greenwood,Chicago,Cook County
41.705,-87.629,Roseland,Chicago,Cook County
41.72,-87.67,Beverly,Chicago,Cook County
41.72,-87.58,South Deering,Chicago,Cook County
41.74,-87.67,Auburn Gresham,Chicago,Cook County
41.743,-87.623,South Side,Chicago,Cook County
41.751,-87.598,Grand Crossing,Chicago,Cook County
41.766,-87.612,Greater Grand Crossing,Chicago,Cook County
41.77,-87.66,West Englewood,Chicago,Cook County
41.787,-87.666,West Englewood,Chicago,Cook County
41.799,-87.587,Hyde Park,Chicago,Cook County
41.8,-87.657,Back of the Yards,Chicago,Cook County
41.809,-87.664,Back of the Yards,Chicago,Cook County
41.87,-87.673,Near West Side,Chicago,Cook County
41.872,-87.646,Little Italy,Chicago,Cook County
41.876,-87.632,Chicago Loop,Chicago,Cook County
41.879,-87.642,West Loop,Chicago,Cook County
41.883,-87.625,Chicago Loop,Chicago,Cook County
41.885,-87.652,Fulton Market District,Chicago,Cook County
41.893,-87.619,Streeterville,Chicago,Cook County
41.899,-87.629,Rush & Division,Chicago,Cook County
41.904,-87.635,Near North Side,Chicago,Cook County
41.912,-87.633,Old Town Triangle,Chicago,Cook County
41.92,-87.692,Logan Square,Chicago,Cook County
41.95,-87.706,Irving Park,Chicago,Cook County
41.95,-87.646,Lake View East,Chicago,Cook County
41.954,-87.704,Irving Park,Chicago,Cook County
41.961,-87.691,North Center,Chicago,Cook County
41.69,-87.62,Roseland,Chicago,Cook County
41.71,-87.63,Roseland,Chicago,Cook County
41.73,-87.63,Roseland,Chicago,Cook County
41.76,-87.55,South Shore,Chicago,Cook County
41.774,-87.664,West Englewood,Chicago,Cook County
41.789,-87.602,Hyde Park,Chicago,Cook County
41.794,-87.676,Back of the Yards,Chicago,Cook County
41.8,-87.63,Fuller Park,Chicago,Cook County
41.81,-87.74,Garfield Ridge,Chicago,Cook County
41.83,-87.73,South Lawndale,Chicago,Cook County
41.83,-87.7,Brighton Park,Chicago,Cook County
41.87,-87.674,Near West Side,Chicago,Cook County
41.872,-87.641,Near West Side,Chicago,Cook County
41.873,-87.625,Chicago Loop,Chicago,Cook County
41.875,-87.631,Chicago Loop,Chicago,Cook County
41.877,-87.631,Chicago Loop,Chicago,Cook County
41.877,-87.629,Chicago Loop,Chicago,Cook County
41.881,-87.641,West Loop,Chicago,Cook County
41.882,-87.626,Chicago Loop,Chicago,Cook County
41.883,-87.631,Chicago Loop,Chicago,Cook County
41.885,-87.626,Chicago Loop,Chicago,Cook County
41.886,-87.634,Chicago Loop,Chicago,Cook County
41.89,-87.78,NA,Oak Park,Cook County
41.89,-87.638,River North,Chicago,Cook County
41.891,-87.62,Streeterville,Chicago,Cook County
41.892,-87.625,River North,Chicago,Cook County
41.894,-87.624,Streeterville,Chicago,Cook County
41.895,-87.639,River North,Chicago,Cook County
41.895,-87.617,Streeterville,Chicago,Cook County
